graph_id,num_nodes,num_edges,density,avg_degree,min_degree,max_degree,avg_clustering,num_components,avg_degree_centrality,max_degree_centrality,diameter,avg_shortest_path
31_enzyme_mimicB1_503EN300a,325,1615,0.030674264007597343,9.938461538461539,2,18,0.540929232657739,1,0.030674264007597343,0.05555555555555555,13,4.888603988603989
114_enzyme_mimicB1_503EN140d,319,1587,0.03128881528361034,9.949843260188088,2,19,0.5372579477927553,1,0.03128881528361034,0.059748427672955975,11,4.779716488239585
83_enzyme_mimicB1_503EN259e,322,1614,0.031230045858245778,10.024844720496894,3,17,0.5378296322076003,1,0.031230045858245778,0.0529595015576324,10,4.909502525105938
130_enzyme_mimicB1_503EN294b,328,1654,0.030842097411799805,10.085365853658537,3,20,0.5433884128741789,1,0.030842097411799805,0.06116207951070336,13,5.192902961139703
168_enzyme_mimicB1_503EN355c,327,1328,0.024915104782274253,8.122324159021407,2,15,0.5783605283605278,1,0.024915104782274256,0.046012269938650305,26,8.231440310688354
95_enzyme_mimicB1_503EN139a,337,1682,0.029708916207432528,9.98219584569733,2,18,0.5331856982450456,1,0.029708916207432524,0.05357142857142857,14,5.098841316942207
47_enzyme_mimicB1_503EN179d,331,1552,0.028417101528884006,9.377643504531722,2,18,0.5425518945245269,1,0.028417101528884006,0.05454545454545454,15,5.444749610912753
27_enzyme_mimicB1_503EN264a,317,1556,0.031066565507327396,9.817034700315457,2,19,0.5436680028904928,1,0.0310665655073274,0.060126582278481014,12,4.996286387413648
124_enzyme_mimicB1_503EN148e,326,1621,0.030599339310995753,9.94478527607362,2,18,0.5404103144539808,1,0.030599339310995757,0.055384615384615386,11,4.974063237376121
91_enzyme_mimicB1_503EN133c,326,1676,0.03163756488909863,10.282208588957054,4,20,0.5334070571228449,1,0.03163756488909863,0.06153846153846154,10,4.696403964134025
35_enzyme_mimicB1_503EN282c,320,1597,0.031289184952978055,9.98125,2,19,0.5519809600820145,1,0.031289184952978055,0.05956112852664577,12,4.909423981191223
131_enzyme_mimicB1_503EN127b,330,1666,0.030689877498388137,10.096969696969698,2,18,0.5322080311251431,1,0.030689877498388137,0.0547112462006079,10,4.794842037395229
5_enzyme_mimicB1_503EN146d,322,1608,0.031113949033493935,9.987577639751553,2,20,0.5517015088294629,1,0.03111394903349393,0.06230529595015576,11,5.0060950832994715
90_enzyme_mimicB1_503EN306c,325,1570,0.029819563152896487,9.661538461538461,2,17,0.5315940419560329,1,0.029819563152896484,0.05246913580246913,11,4.799392212725546
38_enzyme_mimicB1_503EN265e,317,1447,0.028890308669089166,9.129337539432177,4,18,0.572953731285518,1,0.028890308669089166,0.056962025316455694,15,5.910993091881963
40_enzyme_mimicB1_503EN282b,320,1600,0.03134796238244514,10.0,4,19,0.5532119924171973,1,0.03134796238244514,0.05956112852664577,12,4.920591692789968
101_enzyme_mimicB1_503EN281c,313,1444,0.02957319570738101,9.226837060702875,2,19,0.5611433500453168,1,0.029573195707381008,0.060897435897435896,20,6.193659375768002
